ner,label,count
"these Van Houtte """,PERSON,1
VH,ORG,1
every couple months,DATE,1
raspberry truffle k,PERSON,1
Creme Brulee Flavor,ORG,1
2011-01,DATE,1
Van Houtte,NORP,1
Definite Vanilla Flavor,ORG,1
Medium Blend Coffee,ORG,1
Van Houtte Creme Brulee,ORG,1
the Creme Brulee,ORG,1
Turf,PERSON,1
1 minute 37 seconds,TIME,1
16 week,DATE,1
10 weeks old,DATE,1
her five minutes,TIME,1
Skyy,ORG,1
Fun & Entertaining,ORG,1
about 75 pounds,QUANTITY,1
2 minutes to 10 minutes,TIME,1
Spaniel-Australian,PERSON,1
2 1/4,CARDINAL,1
2 1/8,CARDINAL,1
a Kyjen Tennis Slider,FAC,1
close to 200,CARDINAL,1
Rott,PERSON,1
Great Kona,PERSON,1
only a few seconds,TIME,1
Nina Ottoson,PERSON,1
Raspberry Truffle Coffee,ORG,1
Paw,ORG,1
Kyjen Toys,PERSON,1
quickly!However,PERSON,1
40 days,DATE,1
9/7/2012,CARDINAL,1
70 seconds,TIME,1
Social WriteUp,ORG,1
51,DATE,1
Spice,PRODUCT,1
Raisin,GPE,1
our 4 month old,DATE,1
Larger,ORG,1
Pepsico,NORP,1
under 51 years of age,DATE,1
260mg,QUANTITY,1
Yummy Gummy Whales,PERSON,1
15 - 20,CARDINAL,1
GatorNorm,ORG,1
Raspebrry Chocolate,PERSON,1
The Raspberry Chocolate Truffle,ORG,1
Butter Toffee and Mudslide,ORG,1
Rasberry,PERSON,1
Creme Brulee K Cups,PERSON,1
Sugar Bush,PERSON,1
nearly 50,CARDINAL,1
Quick Picks,ORG,1
WEAK,ORG,1
Van Houtte k-cup,PERSON,1
raspberry syrup,PERSON,1
albeit expensive,ORG,1
V.H.,GPE,1
paragon,GPE,1
Colavita Polenta,PERSON,1
"body/""legs",PERSON,1
raspberry aroma,PERSON,1
rasberry k,PERSON,1
Most days,DATE,1
Green Mountian,GPE,1
two and a half,CARDINAL,1
this product many years ago,DATE,1
Raspberry Truffles,PERSON,1
no Cafe Mocha,LOC,1
a Cafe Mocha,LOC,1
Raspberry-The Yummiest Coffee,PERSON,1
especially strawberry,PERSON,1
Gloria Jean Hazelnut,PERSON,1
Only 160,CARDINAL,1
OOOOO,ORG,1
"International Delight """,PRODUCT,1
White Chocolate Mocha,WORK_OF_ART,1
Starbucks and Coffee Bean,ORG,1
Creme Brulee'k,PRODUCT,1
blueberry,PERSON,1
oooooooooo yummy,PERSON,1
only 30%,PERCENT,1
King George IV,PERSON,1
YUMM,ORG,1
Salt Crack,WORK_OF_ART,1
the Murray River Australian Pink Flake,ORG,1
Murray River,LOC,1
Nathan,ORG,1
rooibos+green,ORG,1
23 days ago,DATE,1
Purina Cat Food,PERSON,1
Formula Cat Chow,PERSON,1
white+green,ORG,1
Purina Kitten Chow,PERSON,1
Hairball,PRODUCT,1
ITS BREWED CORRECTLY,ORG,1
H.M.S. Peregrine Cavendish,ORG,1
Bengal,GPE,1
Brewer's Yeast,ORG,1
VUE,ORG,1
Veterinarian,NORP,1
Marie Biscuts,PERSON,1
Southern Delight,WORK_OF_ART,1
"a ""Breakfast Blend""",LAW,1
"the ""House Blend",WORK_OF_ART,1
the House of Windsor,ORG,1
Boson,PERSON,1
Devonshire,GPE,1
The Vision of the Pomegranate,ORG,1
the summer of 1938,DATE,1
at least a half hour,DATE,1
lesley elizabeth,PERSON,1
Chef G,PERSON,1
Hearken,PERSON,1
the RainForest Alliance,ORG,1
Octavia,GPE,1
Brul&eacute;e Coffee,ORG,1
Gustafs,GPE,1
Health Valley Chicken Noodle Soup,ORG,1
Health Valley's,FAC,1
Grape Laces,PERSON,1
Black Bean,FAC,1
Health Valley's,ORG,1
Chemo,ORG,1
Allan,PERSON,1
Chicken Noodle Soup,ORG,1
chemo wbc,ORG,1
a month and half ago,DATE,1
my little 5 hour,TIME,1
Bridgeford Summer Sausage,PERSON,1
Great Product,EVENT,1
Surf,PERSON,1
No Salt Added Potato Leek,ORG,1
Grape Laces Rock,PERSON,1
Kitties,PERSON,1
winter awaiting spring,DATE,1
over $300,MONEY,1
at LEAST 7 years,DATE,1
Cindy,ORG,1
Juicy Jays,PERSON,1
a day in a half,DATE,1
Juciy jay,PERSON,1
chillin,PERSON,1
OTHERWISE,ORG,1
yummy gum,PERSON,1
Ford,ORG,1
"Natural Balance, Blue Buffalo",ORG,1
Dog Lover Delites,PERSON,1
McDougall weekend,ORG,1
every 6 month,DATE,1
Blueberry Pomegranate Tea,ORG,1
Cairns,GPE,1
no more than six ounces,QUANTITY,1
Oplika,GPE,1
WHITE,ORG,1
Snorkelsandy,ORG,1
Carbquik Baking Mix,PERSON,1
Pancake Syrup,PERSON,1
valley,LOC,1
up to four,CARDINAL,1
3 wks,MONEY,1
GMO Xylitol,ORG,1
Pumkin,PERSON,1
netrition.com,ORG,1
only 11.99,CARDINAL,1
Amazone.com,ORG,1
Better than RL,ORG,1
Bisquick,PRODUCT,1
Dukans,NORP,1
Sun Maid,PERSON,1
INDIVIDUALLY,ORG,1
3qt,ORDINAL,1
Starbucks Caramel Brulee Latte,ORG,1
3 or 4 hours,TIME,1
The Coconut Oil Miracle,ORG,1
Texture,GPE,1
Carte Noire,PERSON,1
approximately 3 months from now,DATE,1
(Dec 2009,DATE,1
Dried Peaches,PERSON,1
YUK,ORG,1
Ala.,GPE,1
these tonight,TIME,1
Sun-Maid,ORG,1
SunMaid,ORG,1
Sun Maid's,ORG,1
margarine,PERSON,1
Red Lobster,FAC,1
8 o'clock,TIME,1
75 pound,QUANTITY,1
the last fifty years,DATE,1
50 Years,DATE,1
The Worst Coffee,ORG,1
Puroast House Blend,ORG,1
Eight O'clock,TIME,1
85 or so,DATE,1
Min Pins,PERSON,1
6.50,MONEY,1
Ask,PERSON,1
2 Min-Pin,MONEY,1
Toy,ORG,1
pyramid,ORG,1
Best Lipton Tea,ORG,1
4 bonz,DATE,1
ARTIFICIALLY FLAVORED,WORK_OF_ART,1
VERY USEFUL BAKING PRODUCT FOR DIABETICS,ORG,1
about 1 1/2 years,DATE,1
past 5 years,DATE,1
P.S.,GPE,1
a 12 inch,QUANTITY,1
O'Clock Coffee,ORG,1
this tonight,TIME,1
Carb Wars: Sugar,WORK_OF_ART,1
Popovers,ORG,1
WAAAY,PERSON,1
Coffeemasters,ORG,1
bob dylan,PERSON,1
a Banana Nut Bread,ORG,1
Holidays,PERSON,1
Stars For Sure,WORK_OF_ART,1
EasySweet,PRODUCT,1
Suffice,ORG,1
aSoft,PRODUCT,1
DaVinci,ORG,1
4-5 hours,TIME,1
Vanilla Total Soy,ORG,1
chili mac,ORG,1
Naturade Total Soy,ORG,1
barvarian,NORP,1
Naturade,PERSON,1
the Bavarian Chocolate,ORG,1
2 meals,QUANTITY,1
the Worthington Link,EVENT,1
Dennison,PERSON,1
Bavarian Chocolate,ORG,1
about September 2005,DATE,1
Naturade Soy,PERSON,1
12/7,CARDINAL,1
Nuff said!Note,PERSON,1
about 25 miles,QUANTITY,1
lima beans,PERSON,1
ten - fifteen hours,TIME,1
Organic Extra Virgin Olive Oil Cold Pressed,WORK_OF_ART,1
twenty feet,QUANTITY,1
calcium per cup,EVENT,1
Straight,ORG,1
Lynnette,ORG,1
vegetarian chili,ORG,1
mini hobby,PERSON,1
Sistema Organa,PERSON,1
Chili,ORG,1
Items,ORG,1
Worthing,ORG,1
10 days later,DATE,1
8-12,DATE,1
9/16,CARDINAL,1
All Star Health,ORG,1
Hormel chili con carne,PERSON,1
the 2nd day,DATE,1
Fantastic Customer Service,ORG,1
Moroccan Mint,ORG,1
L'Chaim,ORG,1
2 quart pan,QUANTITY,1
Worthington Chili - great,PERSON,1
the School Cafe,ORG,1
the Traditional Medicinal's,ORG,1
the Dandelion Root,ORG,1
Teasans,NORP,1
the last 3+ years,DATE,1
Numi Moroccan Mint,ORG,1
worthington,ORG,1
Moroccan Mint Tea,ORG,1
Numi Organic Moroccan Mint Tea,ORG,1
Broadway,FAC,1
Almond Breeze,LOC,1
Karleton Helfer,PERSON,1
Mart,WORK_OF_ART,1
Char Siu,PERSON,1
Loma,GPE,1
about 40 dollars,MONEY,1
the following year,DATE,1
Great Veggie Chili,EVENT,1
UNLESS,ORG,1
Leave,PERSON,1
Haagen,ORG,1
Directions,PERSON,1
Great vegetarian Food,ORG,1
FABULOUS/VERSATILE/FREEZABLE,ORG,1
about 30 min,QUANTITY,1
Tasty Pizza,PERSON,1
the 'mart',ORG,1
three quarters,CARDINAL,1
"the ""Mart""",ORG,1
Suzanne Somers,PERSON,1
Bice Wholesalers,PERSON,1
Weigh,ORG,1
Bear Creek Creamy Potato,ORG,1
Hindi,PERSON,1
gomem syrup,PERSON,1
Stash Chamomile Herbal Tea,ORG,1
Gomme Syrup,PERSON,1
Stash Chamomile Tea,PERSON,1
Kellogs Rice Krispies Treats,PERSON,1
Brocolli Cheddar,FAC,1
Egnlish,NORP,1
Bear Creek,ORG,1
10 Minute Prep,TIME,1
50 minutes,TIME,1
Lemon Ginger Herbal Tea,ORG,1
Bear Creek Country Navy Bean Soup,ORG,1
Navy Bean Soup Mix,ORG,1
as a dozen,CARDINAL,1
3.59,MONEY,1
The Stash Tea Company's,ORG,1
Ka-Me,PERSON,1
Supreme,ORG,1
H&S,ORG,1
the Earl Grey Supreme,FAC,1
Green,PRODUCT,1
CheeseNips,ORG,1
Cheese Nips,PERSON,1
persian,NORP,1
walmart,LOC,1
QT,PRODUCT,1
Zagnuts,GPE,1
Hometown,PERSON,1
4 min,QUANTITY,1
Terry,PERSON,1
Eclipse,PERSON,1
umm,ORG,1
Bear Creek Product,LOC,1
Salts of the 7 Seas,WORK_OF_ART,1
Gold Kili Ginger Drink,ORG,1
the Lipton Spiced Cinnamon Chai,ORG,1
46,MONEY,1
Spiced Chai,PERSON,1
56.00,MONEY,1
Cinnamon Chai,PERSON,1
about 9 years ago,DATE,1
Nepal,GPE,1
Asian Stores,ORG,1
Good Earth Chai,LOC,1
roughly $1.50,MONEY,1
the Lipton Spiced Chai,ORG,1
Stay,ORG,1
HAZELNUT,ORG,1
La Crotch,FAC,1
Ginger Drink - Awesome Value,PERSON,1
lipton chai,PERSON,1
Hebrew National,ORG,1
Gold Kili Ginger Drink,WORK_OF_ART,1
kal bi,PERSON,1
A few hours,TIME,1
Korean BBQ,PERSON,1
fall day,DATE,1
LIpton,ORG,1
the Chai Tea Latte,ORG,1
Nido,ORG,1
Lipton Chai Tea,ORG,1
Lipton chai,PERSON,1
3 weeks many years ago,DATE,1
a day year,DATE,1
at least a couple of years,DATE,1
cold months,DATE,1
June B.,DATE,1
cavender,ORG,1
autumn,DATE,1
Philadelphia,GPE,1
Mandrian,NORP,1
winter/cold season,DATE,1
an entire day,DATE,1
here!Highly,PRODUCT,1
185 degrees,QUANTITY,1
Minty Fabulousness,PERSON,1
Kahlil Gibran,PERSON,1
Vanilla Red,PERSON,1
Hmmmmmmm,ORG,1
raspberry extract,PERSON,1
wonderful!!If,PERSON,1
up to 24 hours,TIME,1
far &,ORG,1
Yogourmet,LOC,1
the fod store &,ORG,1
up=,ORG,1
Spearmint,PERSON,1
about 100 degrees F,QUANTITY,1
Emerita pro-gest,PERSON,1
73-77 degrees,QUANTITY,1
Mo,PERSON,1
at least 180 degrees,QUANTITY,1
Evie,PERSON,1
Wee bits,PERSON,1
Innova EVO,LOC,1
their tea for years,DATE,1
12 years ago,DATE,1
only 5 grams,QUANTITY,1
Traditional Medincials,ORG,1
DIM,ORG,1
Madagascar,LOC,1
Celestial Seasonings,PRODUCT,1
Peppermint Tea,PERSON,1
Nordiac/Brisling,ORG,1
Himalayan sea salt,LOC,1
carrot-raisin salad,PERSON,1
Complete Mush,PERSON,1
Divina,ORG,1
Yogurt,NORP,1
2$/lb,DATE,1
Divina,PERSON,1
5-7$/lb,DATE,1
our next year,DATE,1
Organic Valley Whole,ORG,1
Delverde,PERSON,1
Dolmas,PERSON,1
dolmas,PERSON,1
around 3 ounces,QUANTITY,1
Dolmas,GPE,1
Around a half hour,TIME,1
77,CARDINAL,1
just 2 minutes,TIME,1
CBA,ORG,1
1.37,MONEY,1
Just 30 seconds,TIME,1
Roku,GPE,1
1.6,CARDINAL,1
fork!Besides,PERSON,1
A few months ago,DATE,1
the baby &,ORG,1
3.29,MONEY,1
age 3 and 1,DATE,1
Nature Granola,PERSON,1
11-12 months,DATE,1
20 months old,DATE,1
5 gram,QUANTITY,1
30 second,TIME,1
the Go Wild Blueberry Walnut,FAC,1
Organic Valley Non-Fat,ORG,1
15 hours,TIME,1
RDA-Recommended Daily Allowance,ORG,1
up!I,ORG,1
25 minute,TIME,1
Sierra Nevada Pale Ale,ORG,1
About two,CARDINAL,1
at least 12,CARDINAL,1
Delfa Roll,PERSON,1
Wal-Mart & WinCo,ORG,1
Voila,ORG,1
Darn Good Chili,WORK_OF_ART,1
Denmark,GPE,1
Shhhh,PERSON,1
"You Can't Go Home Again""",WORK_OF_ART,1
Thomas Wolfes',PERSON,1
CANDY,PERSON,1
Dang Good Eating,PERSON,1
Very Tasty Chili,ORG,1
just browned half,CARDINAL,1
OFF Broadway Rolls-Horrible,FAC,1
roughly 8 cups,QUANTITY,1
the fifteen hours,TIME,1
Hot and Sour soup,ORG,1
a few minutes ago,TIME,1
Bear Creek's,ORG,1
no less than a dozen,CARDINAL,1
five-year-old,DATE,1
Great meal &,ORG,1
Solvang,GPE,1
Add Chile Powder,ORG,1
Fritos,FAC,1
Broadway Strawberry Rolls,PERSON,1
Hunts,ORG,1
SOOO,ORG,1
Beef Stock,ORG,1
Red & Black,ORG,1
8 1/2,CARDINAL,1
Bear Creek Soups,FAC,1
Tangerine,FAC,1
NO ARTIFICIAL COLORS,ORG,1
frost,DATE,1
Simply Amazing,PERSON,1
Granola,PERSON,1
12 oz cup,QUANTITY,1
Super Orange,PERSON,1
Emergen -C,ORG,1
SWEETENERS,FAC,1
Flavour Creations,PERSON,1
one 8 oz cup,QUANTITY,1
FLAVORS,GPE,1
ULTIMA,ORG,1
Emergen-C. Each,ORG,1
the Yogourmet Multi,FAC,1
Emergen-C,ORG,1
xiangsi shu,PERSON,1
Jeez,PERSON,1
THIS PRODUCT REMINDS ME,ORG,1
GRRRRREEEAAATTTT,ORG,1
the Grand Canyon,LOC,1
"Bear Creek """,ORG,1
"Darn Good"" Chili Kicked Up",WORK_OF_ART,1
The Bounty Bars,ORG,1
"Darn Good"" Chili",WORK_OF_ART,1
9.8,CARDINAL,1
beans,NORP,1
Miracid,PERSON,1
chili,PERSON,1
Bear Creek Darn Good Chili Mix,ORG,1
Efood,GPE,1
Coffee Flavoring,PERSON,1
Tic Tac box,PRODUCT,1
Melbourne,GPE,1
Thin Mints - sooo,PERSON,1
Earl Grey - hell,PERSON,1
day two,DATE,1
8.xx,MONEY,1
STILL DO,ORG,1
Supreme,FAC,1
KB,PERSON,1
Dunkin Doughnuts,PERSON,1
Supremem,PERSON,1
two 8 lb bags early September,DATE,1
THE PAST WEEK,DATE,1
Puertorican,NORP,1
10.42,MONEY,1
one penny,MONEY,1
Welsh Corgi,ORG,1
Great Dog,ORG,1
2year,CARDINAL,1
Bustelo,GPE,1
las year,EVENT,1
Supremo,ORG,1
October 2012,DATE,1
Wal-Marts,ORG,1
WITH MEALY BUGS & THRIPS,ORG,1
LEAF SPOTS,PERSON,1
almost 1/2,CARDINAL,1
spot!Great,PERSON,1
Twinings and Tassimo,ORG,1
up to $12,MONEY,1
the Chocolate Chip Flavor,ORG,1
the Supreme Bustelo,ORG,1
Great Dutch Licorice,ORG,1
Cortadito,ORG,1
Jacksonville,GPE,1
Cubano,ORG,1
Supreme,NORP,1
latin,NORP,1
Merrick Whole Earth Farms Adult Dry,PERSON,1
10/7/2012,DATE,1
Brothers Complete,ORG,1
Martinelli,PRODUCT,1
Pecan Pie,PERSON,1
about one to two,CARDINAL,1
PBA,ORG,1
a couple 1.5,CARDINAL,1
Raspberry Tea -,PERSON,1
over $2.50,MONEY,1
CL,ORG,1
Stonewall Kitchen Chocolate Chip Pancake & Mix,ORG,1
the Peach Tea,ORG,1
sooo sweet,PERSON,1
Sparkling,PRODUCT,1
the Crystal Light,LOC,1
Caffeine Sensitive,PERSON,1
1-3,CARDINAL,1
_,PERSON,1
DaVinci Whole Wheat Penne Pasta,PERSON,1
Whole Earth Farms,LOC,1
3.39,MONEY,1
8.69,MONEY,1
raspberry J-ello,PERSON,1
Pilon Gourmet Coffee,ORG,1
Tazo Passion,ORG,1
Davinci,ORG,1
AZ,ORG,1
about $2.50,MONEY,1
Meat Magics,ORG,1
Spaghetti,PERSON,1
Charleston SC,GPE,1
natural & artificial,ORG,1
box,PERSON,1
Magic Seasoning Blends Spice Review,ORG,1
cornish,NORP,1
almost $17,MONEY,1
Smith,PERSON,1
Bioset,PERSON,1
Lindsor White Chocolate,ORG,1
about 370,CARDINAL,1
20g).I,PERSON,1
two to three weeks,DATE,1
1.5 mg,QUANTITY,1
normal days,DATE,1
Gatorade,LAW,1
about ten,CARDINAL,1
Lindsor White Chocolate Truffles,ORG,1
Gatorade Nutritive Shake,ORG,1
Slimfast,GPE,1
Superman,NORP,1
Ghirardelli Caffe,ORG,1
Delia,NORP,1
more than $1-$2,MONEY,1
Milk Chocolate Bars,ORG,1
Lecithin,PERSON,1
NEEDS,ORG,1
CamelBak,ORG,1
Karo,PERSON,1
Honey Tree,PERSON,1
Natrazyle,GPE,1
Slap Your Momma,WORK_OF_ART,1
Gatorade Frost Glacier Freeze,PERSON,1
the Honey Tree,FAC,1
the Honey Tree I,PERSON,1
Marietta,GPE,1
Indianapolis,GPE,1
these and 30%,PERCENT,1
higher than $15,MONEY,1
as low as $11,MONEY,1
"This Green Mountain ""Revv",LOC,1
Kuerig Owners,ORG,1
these Brunswick Lemon & Cracked Pepper Seafood,ORG,1
Manicardi,ORG,1
Foster,PERSON,1
around $3,MONEY,1
WAGS Dog Walking +,FAC,1
CHEEEEEEESSSSEEEESSSSTTTTTT,ORG,1
HIRTS,ORG,1
zinger k-cup,PERSON,1
Whole Earth,LOC,1
just 12 and 24,CARDINAL,1
a few months early,DATE,1
SAFE US-made &,ORG,1
Puppy Plate,ORG,1
earth Farms Adult,PRODUCT,1
Merrick Whole,PERSON,1
one weeks,DATE,1
Merrick Whole Earth Farms,LOC,1
35-40,CARDINAL,1
BANNED,ORG,1
Bearded Collie,PERSON,1
Salada,GPE,1
Creme de Pirouline-Dark Chocolate,ORG,1
about 3.00,CARDINAL,1
Starbucks Pike Place,WORK_OF_ART,1
Full Rich,ORG,1
Starbucks Houseblend,PERSON,1
Chicken Filet Treats,ORG,1
Pike Place,PRODUCT,1
Vegenomicon,PRODUCT,1
more than 24 hours,TIME,1
Hirsh,ORG,1
Bonne Maman Preserves,PERSON,1
Nevertheless Amazon,PERSON,1
Blackberry,PERSON,1
SturdiWheat,ORG,1
10-20 minutes,TIME,1
Snapple,LOC,1
Crystal Light's,LOC,1
the Raspberry Lemonade,ORG,1
The Donut House,ORG,1
70 pounds,QUANTITY,1
11 1/2 year old,DATE,1
Extra Bold - Light Roast,PERSON,1
the late evening,TIME,1
Cleo,PRODUCT,1
Donut SHOP,PERSON,1
Shock,PERSON,1
the Donut House Extra Bold Decaf,ORG,1
Tampa,GPE,1
the Donut House,ORG,1
like 15 years,DATE,1
dunkin donuts,PERSON,1
the last 9 months,DATE,1
1 k-cup,QUANTITY,1
the first 3 1/2 years,DATE,1
HOUSE,ORG,1
THE BEST cup,LAW,1
EXTREMELY,PRODUCT,1
BOLD Roast,ORG,1
CLEARLY,ORG,1
13yrs,DATE,1
Donut House Decaf,ORG,1
23.00,CARDINAL,1
Harveys,PERSON,1
just about a year,DATE,1
ANY RETAIL COFFEE HOUSE,ORG,1
22.50,CARDINAL,1
BEST DECAF EVER,PERSON,1
Best Keurig,GPE,1
this K cup,QUANTITY,1
Donut House K cup,PERSON,1
Caribu,ORG,1
the k-cup,EVENT,1
Hannaford Brothers,ORG,1
Peach Iced Tea,ORG,1
thatsa spiceea Beef,PERSON,1
two gallon,QUANTITY,1
4/13/2010,DATE,1
Typoo Tea,PERSON,1
ind,GPE,1
HOT & SPICY WOW,ORG,1
JACK LINK'S,PERSON,1
Typhoo,ORG,1
12.2010,CARDINAL,1
as many as six,CARDINAL,1
a little under $23,MONEY,1
15.73,MONEY,1
Two to three,CARDINAL,1
Hot n Spicy,WORK_OF_ART,1
yum-yumBaby,ORG,1
Drank Typhoo,ORG,1
an aficionado,PERSON,1
Pokka Milk Coffee,ORG,1
CHC,ORG,1
tacos,GPE,1
#3,MONEY,1
around $3.50,MONEY,1
chili stew,PERSON,1
Nice Tins,ORG,1
Miso Soup,PERSON,1
Shark,ORG,1
C'mon Stagg,PERSON,1
AADP,ORG,1
14 this year,DATE,1
Milhouse,ORG,1
Purina Friskies Indoor Adventures Crunchy,PERSON,1
SAVER,PRODUCT,1
Light & Crispy,ORG,1
more than 4 years,DATE,1
Light Roast,PERSON,1
"Decaf ""Light Roast",PERSON,1
only four full days,CARDINAL,1
Miracle Cure,PERSON,1
WalMart,LOC,1
70 cents,MONEY,1
Sleepytime Tea,ORG,1
Oscar Wilde,PERSON,1
Munuka Honey,PERSON,1
YAHOO,ORG,1
Lamb Bites,PERSON,1
UMF Association,ORG,1
2 1/2 months,DATE,1
want!Highly,DATE,1
Tic Tac Variety Pack,PERSON,1
Tic Tacs,ORG,1
100th,ORDINAL,1
12½ week old,DATE,1
Treats & Training,ORG,1
50 or more,CARDINAL,1
the Lammy Bites,LOC,1
New Years Day,EVENT,1
about two pots,QUANTITY,1
Good Gift for Coffee Fanatics,ORG,1
These Treats On Site Thought Would Try,EVENT,1
New Zealand Manuka,GPE,1
Lammy Bites,WORK_OF_ART,1
Taz,PERSON,1
the UMF Association,ORG,1
med,ORG,1
Wound,PERSON,1
Taz kinda,PERSON,1
WWW.GizmoAndTaz,PRODUCT,1
Taz,ORG,1
the Manuka Honey,WORK_OF_ART,1
the Mrs Bryant's,PRODUCT,1
Apple Sauces,ORG,1
Afghani,PERSON,1
Russian Deli,GPE,1
a day early,DATE,1
Four Hour Body,WORK_OF_ART,1
Tim Ferriss,PERSON,1
Slow Carb,PERSON,1
Ksino Trahana,PERSON,1
Trahanas Mitilinis,PERSON,1
54 years ago,DATE,1
the East Village,LOC,1
1 BC,QUANTITY,1
these Charms Blow Pops,LAW,1
Kelly Bossert,PERSON,1
Wunder,ORG,1
Unique Flavor,PERSON,1
the Sweet Onion,ORG,1
excellent!Thank,GPE,1
Harvey,ORG,1
zip,PRODUCT,1
about 198,CARDINAL,1
4/10,CARDINAL,1
60 days or so,DATE,1
soup.i,PRODUCT,1
Whitehouse,ORG,1
Musselmans,NORP,1
12 pounds,QUANTITY,1
Rottwieler,PERSON,1
over three years,DATE,1
Dung,PERSON,1
Devil,PERSON,1
the next six months,DATE,1
Varanasi,GPE,1
Dual Specialty Store,ORG,1
the Better Brands,ORG,1
the Yogourmet Machine,ORG,1
Crystallized Sugar,PERSON,1
Tinkyada Rice,PERSON,1
Guatemala Antigua,ORG,1
Hilda Loves,PERSON,1
Guatemalan Coffee,PERSON,1
Hilda,ORG,1
Copper Moon,PERSON,1
FALKSALT,ORG,1
Leepers,PERSON,1
Vario,LOC,1
Great Angel Hair,EVENT,1
Schar,GPE,1
Kong Stuff ',PERSON,1
pasty,GPE,1
about 90 degrees,QUANTITY,1
the middle of the Sahara,DATE,1
QuickMill,GPE,1
1 1/8,CARDINAL,1
four year olds,DATE,1
the Natural Grocers,ORG,1
the 2nd one,DATE,1
Stuff ',ORG,1
around 80%,PERCENT,1
Kong Stuffer,PERSON,1
Next,PERSON,1
Coconut sugar Madhava,PERSON,1
Suzie Cohen,PERSON,1
Vitamix,LAW,1
teh,ORG,1
sugars,LOC,1
Paste,PERSON,1
a few months back,DATE,1
Madhava Coconut Sugar,ORG,1
The Peanut Butter Stuff'n,ORG,1
Peanut Butter Stuffin Paste,PERSON,1
the Moulin Rouge,ORG,1
Xyletol,PERSON,1
the Espresso Chip,LOC,1
TRADER JOE'S,PERSON,1
Ambrosia Creamed,GPE,1
Rather Bland,PERSON,1
Oloves,ORG,1
Unique Gift,PERSON,1
six 8,TIME,1
Banana,GPE,1
Great Item,ORG,1
United,ORG,1
the GIANT Smartie,ORG,1
Copeland Oaks,FAC,1
Subscribe &,ORG,1
23.54,MONEY,1
13.12,MONEY,1
EconomyPlus,LOC,1
11.05,MONEY,1
one foot,QUANTITY,1
L.A.,GPE,1
Central Market,LOC,1
Congress,ORG,1
9th,DATE,1
over 15 bucks,MONEY,1
Austin,PERSON,1
Sunset Blvd,ORG,1
15 miles,QUANTITY,1
flavor.~The Rebecca Review,ORG,1
'95,DATE,1
BevMo,ORG,1
Terner,ORG,1
less than five days,DATE,1
about 7 plus,CARDINAL,1
My Favorite Little Juice Friend,ORG,1
yucky coconut,PERSON,1
God,PERSON,1
Smartie,WORK_OF_ART,1
Vegan Natural Kosher Choice,ORG,1
Casbah Couscous,PERSON,1
Rajastan,GPE,1
Jodhpur,GPE,1
Hindu,NORP,1
New Delhi,GPE,1
flavor!However,PERSON,1
5g fat,QUANTITY,1
the Peas Paneer and Paneer Makhani,ORG,1
thalis,ORG,1
around $6,MONEY,1
140 pounds,QUANTITY,1
Tasty Bites,ORG,1
karen schiller,PERSON,1
Pad Thai,NORP,1
Jodhpur Lentils,PERSON,1
Kong Paste,PERSON,1
Buddah's Feast,WORK_OF_ART,1
"Reasonably"" Spicy Jerky",WORK_OF_ART,1
Heavenly Heat,PERSON,1
Hitler,PERSON,1
Chipotle Habanero Country Cut,ORG,1
Choo Choo,ORG,1
Bread & Circus,ORG,1
the early '90s,DATE,1
FD & C Red,ORG,1
Jaipur Vegetables,PERSON,1
Henry,GPE,1
Peggy,PERSON,1
Stash of Tea,ORG,1
Gujarati,PERSON,1
india,GPE,1
This Tasty Bite,ORG,1
the Golden Temple Cookbook,FAC,1
Aweosme,PERSON,1
Great Treat,ORG,1
one a week,DATE,1
20x,DATE,1
Kong,LOC,1
60-LB German,NORP,1
Heimlich,PERSON,1
about 11,CARDINAL,1
3 meals,QUANTITY,1
Kong Stuff'n,GPE,1
ZZZzzzzzzzz,ORG,1
kong,PERSON,1
Dental,PERSON,1
60 pound,QUANTITY,1
Coconut Sugar,PERSON,1
Xylitol,FAC,1
Northbrook,GPE,1
Heimlich Maneuver,PERSON,1
Booda Bone Dog Treats,ORG,1
ACTUALLY,ORG,1
ANYTHING,GPE,1
dog Fluffy the,PRODUCT,1
MaltePom,ORG,1
Soda Stream,ORG,1
SodaStream,NORP,1
SodaStream,PRODUCT,1
SodaStream,ORG,1
Shitzus,GPE,1
a couple a week,DATE,1
Budda Bones,ORG,1
Couton De Tulear,ORG,1
Chewlotta,ORG,1
Charles Cavalier Spaniels,PERSON,1
just around fifteen minutes,TIME,1
under five minutes,TIME,1
Smartie,LOC,1
17.6,CARDINAL,1
Blue Bones,ORG,1
six 18,CARDINAL,1
Maxwell,NORP,1
at least a half a day,DATE,1
85,CARDINAL,1
USD,ORG,1
Pocket Coffee's,ORG,1
a work day,DATE,1
the holidays last year,DATE,1
Aloha Island's,LOC,1
"the ""Auto Grills""",EVENT,1
Autostrada,GPE,1
next fall,DATE,1
Mince,PERSON,1
Norman Rockwell,PERSON,1
Borden,FAC,1
Aloha Island,LOC,1
only 5 pounds,QUANTITY,1
at least 6 or 7 years ago,DATE,1
Sugarless Bubble Yum,PERSON,1
nearly 100,CARDINAL,1
Starbucks Via,ORG,1
Taster's Choice Single Sticks,ORG,1
Only 10,CARDINAL,1
less than $1,MONEY,1
48%,PERCENT,1
20 tiny boxes,QUANTITY,1
"Coffee, Tea",ORG,1
strawberry jello,PERSON,1
Stubb,ORG,1
